object name,library name,text,rodata,data,bss,code,flash,ram
sms_dm_nv.c.obj,lib\libcfw_core.a,1324,39,0,14,1363,1363,14
diag.c.obj,lib\libdiag.a,806,15,0,4,821,821,4
diag_at.c.obj,lib\libdiag.a,248,58,0,0,306,306,0
diag_camera.c.obj,lib\libdiag.a,752,321,0,60,1073,1073,60
diag_charge.c.obj,lib\libdiag.a,176,0,0,0,176,176,0
diag_current_test.c.obj,lib\libdiag.a,188,33,0,4,221,221,4
diag_log.c.obj,lib\libdiag.a,44,0,0,0,44,44,0
diag_nvm.c.obj,lib\libdiag.a,878,34,0,516,912,912,516
diag_ps.c.obj,lib\libdiag.a,176,32,0,0,208,208,0
diag_runmode.c.obj,lib\libdiag.a,420,52,0,0,472,472,0
diag_swver.c.obj,lib\libdiag.a,160,182,0,0,342,342,0
diag_sys.c.obj,lib\libdiag.a,432,112,0,0,544,544,0
layer1_diag.c.obj,lib\libdiag.a,396,50,0,0,446,446,0
drv_aes.c.obj,lib\libdriver.a,944,779,0,0,1723,1723,0
drv_axidma.c.obj,lib\libdriver.a,878,16,0,156,894,894,156
drv_debug_dma_uart.c.obj,lib\libdriver.a,1290,68,0,0,1358,1358,0
drv_debug_port.c.obj,lib\libdriver.a,138,10,0,4,148,148,4
drv_debug_userial.c.obj,lib\libdriver.a,2748,124,448,0,2872,3320,448
drv_debughost.c.obj,lib\libdriver.a,1600,36,0,612,1636,1636,612
drv_dma_uart.c.obj,lib\libdriver.a,4332,600,8,1,4932,4940,9
drv_efuse.c.obj,lib\libdriver.a,574,87,0,1596,661,661,1596
drv_efuse_pmic.c.obj,lib\libdriver.a,276,60,0,0,336,336,0
drv_gpio_8910.c.obj,lib\libdriver.a,792,16,0,156,808,808,156
drv_host_cmd.c.obj,lib\libdriver.a,624,0,0,0,624,624,0
drv_host_cmd_rw.c.obj,lib\libdriver.a,700,0,0,0,700,700,0
drv_i2c.c.obj,lib\libdriver.a,1882,681,0,84,2563,2563,84
drv_ifc.c.obj,lib\libdriver.a,650,176,24,5,826,850,29
drv_ipc_at.c.obj,lib\libdriver.a,388,230,28,0,618,646,28
drv_keypad.c.obj,lib\libdriver.a,578,29,0,12,607,607,12
drv_lcd_v2.c.obj,lib\libdriver.a,2306,35,0,60,2341,2341,60
drv_md_nvm.c.obj,lib\libdriver.a,948,693,0,20,1641,1641,20
drv_modem_log_buf.c.obj,lib\libdriver.a,246,27,0,0,273,273,0
drv_pmic_codec.c.obj,lib\libdriver.a,4,0,0,0,4,4,0
drv_pmic_intr.c.obj,lib\libdriver.a,700,58,0,292,758,758,292
drv_powerkey_8910.c.obj,lib\libdriver.a,286,18,0,4,304,304,4
drv_pwm.c.obj,lib\libdriver.a,816,16,88,4,832,920,92
drv_rng.c.obj,lib\libdriver.a,376,76,8,0,452,460,8
drv_rtc.c.obj,lib\libdriver.a,2990,134,0,72,3124,3124,72
drv_rtc.pb.c.obj,lib\libdriver.a,0,120,0,0,120,120,0
drv_rtc_2720.c.obj,lib\libdriver.a,660,104,0,0,764,764,0
drv_sdmmc.c.obj,lib\libdriver.a,4056,643,0,25,4699,4699,25
drv_secure.c.obj,lib\libdriver.a,1006,94,0,8,1100,1100,8
drv_serial.c.obj,lib\libdriver.a,658,172,4,320,830,834,324
drv_spi.c.obj,lib\libdriver.a,2658,138,0,785,2796,2796,785
drv_usb.cpp.obj,lib\libdriver.a,1578,145,0,10,1723,1723,10
drv_wcn.c.obj,lib\libdriver.a,1028,47,0,4,1075,1075,4
drv_wcn_wifi.c.obj,lib\libdriver.a,960,42,0,0,1002,1002,0
drv_wdt.c.obj,lib\libdriver.a,406,14,0,16,420,420,16
ecm_data.c.obj,lib\libdriver.a,602,127,0,0,729,729,0
f_acm.c.obj,lib\libdriver.a,1532,365,8,0,1897,1905,8
f_ecm.c.obj,lib\libdriver.a,1552,371,119,0,1923,2042,119
f_mass_storage.c.obj,lib\libdriver.a,976,127,39,0,1103,1142,39
f_mtp.c.obj,lib\libdriver.a,1492,128,97,0,1620,1717,97
f_rndis.c.obj,lib\libdriver.a,1892,638,98,0,2530,2628,98
f_serial.c.obj,lib\libdriver.a,332,45,8,0,377,385,8
msg_dev.c.obj,lib\libdriver.a,2260,592,0,4,2852,2852,4
mtp_dev.c.obj,lib\libdriver.a,13996,1277,321,8,15273,15594,329
rndis.c.obj,lib\libdriver.a,1644,409,0,0,2053,2053,0
rndis_data.c.obj,lib\libdriver.a,838,217,0,0,1055,1055,0
udc.c.obj,lib\libdriver.a,322,46,0,512,368,368,512
udc_dwc.c.obj,lib\libdriver.a,6766,984,0,1260,7750,7750,1260
udc_platform_8910.c.obj,lib\libdriver.a,750,0,0,0,750,750,0
usb_composite_device.c.obj,lib\libdriver.a,2366,566,24,0,2932,2956,24
usb_ether.c.obj,lib\libdriver.a,2782,433,0,0,3215,3215,0
usb_serial.c.obj,lib\libdriver.a,3316,387,0,0,3703,3703,0
image_sensor.c.obj,lib\libdriver_camera.a,692,43,1,88,735,736,89
drv_adc.c.obj,lib\libdriver_charge_adc.a,1850,210,30,4,2060,2090,34
drv_charger.c.obj,lib\libdriver_charge_adc.a,3778,1439,48,260,5217,5265,308
drv_ipc_fifo.c.obj,lib\libdriver_core.a,516,0,0,0,516,516,0
drv_md_ipc.c.obj,lib\libdriver_core.a,4668,89,0,16,4757,4757,16
drv_ps_path_md.c.obj,lib\libdriver_core.a,1502,6,0,4528,1508,1508,4528
drv_wcn_ipc.c.obj,lib\libdriver_core.a,1234,299,8,31,1533,1541,39
drv_host_cmd_sys.c.obj,lib\libdrv_host.a,1450,0,0,0,1450,1450,0
fatfs_portable.c.obj,lib\libfatfs.a,620,686,0,16,1306,1306,16
fatfs_vfs.c.obj,lib\libfatfs.a,3690,331,116,8,4021,4137,124
ff.c.obj,lib\libfatfs_core.a,11474,410,0,18,11884,11884,18
sffs_vfs.c.obj,lib\libfs.a,1026,371,0,0,1397,1397,0
vfs.c.obj,lib\libfs.a,3882,18,192,136,3900,4092,328
partinfo.bin.S.obj,lib\libfs_partinfo.a,352,0,0,0,352,352,0
ql_fs_part_info.c.obj,lib\libfs_partinfo.a,16,0,0,0,16,16,0
fs_mount.c.obj,lib\libfsmount.a,1272,38,1,8,1310,1311,9
fupdate_app.c.obj,lib\libfupdate_core.a,1522,0,0,0,1522,1522,0
fupdate_common.c.obj,lib\libfupdate_core.a,1062,48,12,0,1110,1122,12
fupdate_security_pack.c.obj,lib\libfupdate_security_app.a,104,0,0,0,104,104,0
hal_adi_bus.c.obj,lib\libhal.a,418,20,0,0,438,438,0
hal_aes.c.obj,lib\libhal.a,112,0,0,0,112,112,0
hal_blue_screen.c.obj,lib\libhal.a,172,16,94,0,188,282,94
hal_bscore.c.obj,lib\libhal.a,1010,8,0,0,1018,1018,0
hal_chip_armv7a.c.obj,lib\libhal.a,528,0,0,656,528,528,656
hal_clock_init.c.obj,lib\libhal.a,1812,8,0,0,1820,1820,0
hal_cp_ctrl.c.obj,lib\libhal.a,1000,341,0,0,1341,1341,0
hal_efuse_8910.c.obj,lib\libhal.a,468,0,0,0,468,468,0
hal_gpio.c.obj,lib\libhal.a,36,0,0,0,36,36,0
hal_hw_map.c.obj,lib\libhal.a,52,1552,0,0,1604,1604,0
hal_hwspinlock.c.obj,lib\libhal.a,144,0,0,0,144,144,0
hal_lzma.c.obj,lib\libhal.a,496,0,0,0,496,496,0
hal_mmu.c.obj,lib\libhal.a,736,32,0,0,768,768,0
hal_pmu_8910.c.obj,lib\libhal.a,3568,446,0,1,4014,4014,1
hal_shmem_region.c.obj,lib\libhal.a,1036,294,0,8,1330,1330,8
hal_iomux.c.obj,lib\libhal_prop.a,962,2393,0,376,3355,3355,376
ql_hal_spi_flash_prop.c.obj,lib\libhal_prop.a,52,0,468,0,52,520,468
event_groups.c.obj,lib\libkernel.a,532,0,0,0,532,532,0
list.c.obj,lib\libkernel.a,136,0,0,0,136,136,0
osi_boot_8910.c.obj,lib\libkernel.a,2752,34,0,8512,2786,2786,8512
osi_clock.c.obj,lib\libkernel.a,584,0,0,20,584,584,20
osi_cxxabi.cpp.obj,lib\libkernel.a,44,0,0,0,44,44,0
osi_freertos.c.obj,lib\libkernel.a,2452,193,0,15156,2645,2645,15156
osi_idle.c.obj,lib\libkernel.a,8,0,0,0,8,8,0
osi_sleep.c.obj,lib\libkernel.a,2466,198,0,48,2664,2664,48
osi_sysnv.c.obj,lib\libkernel.a,656,16,14,16,672,686,30
osi_sysnv.pb.c.obj,lib\libkernel.a,0,130,0,0,130,130,0
osi_time.c.obj,lib\libkernel.a,1092,12,0,24,1104,1104,24
queue.c.obj,lib\libkernel.a,1838,0,0,0,1838,1838,0
tasks.c.obj,lib\libkernel.a,4050,5,0,1276,4055,4055,1276
timers.c.obj,lib\libkernel.a,832,8,0,220,840,840,220
panel_gc9305.c.obj,lib\liblcdpanel.a,1150,55,0,0,1205,1205,0
panel_st7789h2.c.obj,lib\liblcdpanel.a,862,57,0,0,919,919,0
panel_st7789v.c.obj,lib\liblcdpanel.a,790,114,0,0,904,904,0
auth.c.obj,lib\liblwip.a,396,61,0,0,457,457,0
def.c.obj,lib\liblwip.a,62,0,0,0,62,62,0
dhcp.c.obj,lib\liblwip.a,4772,1078,0,11,5850,5850,11
dns.c.obj,lib\liblwip.a,7490,940,0,2659,8430,8430,2659
err.c.obj,lib\liblwip.a,28,68,0,0,96,96,0
etharp.c.obj,lib\liblwip.a,2032,329,0,242,2361,2361,242
ethernet.c.obj,lib\liblwip.a,744,108,0,0,852,852,0
icmp.c.obj,lib\liblwip.a,788,194,0,0,982,982,0
icmp6.c.obj,lib\liblwip.a,756,170,0,0,926,926,0
if_api.c.obj,lib\liblwip.a,4,0,0,0,4,4,0
inet_chksum.c.obj,lib\liblwip.a,432,0,0,0,432,432,0
init.c.obj,lib\liblwip.a,42,0,0,0,42,42,0
ip.c.obj,lib\liblwip.a,72,24,0,68,96,96,68
ip4.c.obj,lib\liblwip.a,1492,144,0,6,1636,1636,6
ip4_addr.c.obj,lib\liblwip.a,606,99,0,16,705,705,16
ip4_frag.c.obj,lib\liblwip.a,2304,448,0,7,2752,2752,7
ip4_nat.c.obj,lib\liblwip.a,4102,164,0,59400,4266,4266,59400
ip6.c.obj,lib\liblwip.a,3486,92,0,0,3578,3578,0
ip6_addr.c.obj,lib\liblwip.a,594,24,0,40,618,618,40
ip6_frag.c.obj,lib\liblwip.a,2608,250,0,11,2858,2858,11
ipcp.c.obj,lib\liblwip.a,4668,552,0,0,5220,5220,0
ipv6cp.c.obj,lib\liblwip.a,2344,338,0,26,2682,2682,26
lcp.c.obj,lib\liblwip.a,6208,968,0,0,7176,7176,0
magic.c.obj,lib\liblwip.a,40,0,0,4,40,40,4
mem.c.obj,lib\liblwip.a,140,114,0,0,254,254,0
memp.c.obj,lib\liblwip.a,388,561,0,0,949,949,0
mld6.c.obj,lib\liblwip.a,1368,0,0,1,1368,1368,1
nd6.c.obj,lib\liblwip.a,6916,132,8,1539,7048,7056,1547
netdb.c.obj,lib\liblwip.a,1028,42,0,317,1070,1070,317
netif.c.obj,lib\liblwip.a,2726,360,0,405,3086,3086,405
pbuf.c.obj,lib\liblwip.a,2504,873,0,1,3377,3377,1
ppp-fsm.c.obj,lib\liblwip.a,3136,358,0,4,3494,3494,4
ppp-utils.c.obj,lib\liblwip.a,1908,100,0,0,2008,2008,0
ppp.c.obj,lib\liblwip.a,1506,4335,0,0,5841,5841,0
pppapi.c.obj,lib\liblwip.a,0,19,0,0,19,19,0
pppos.c.obj,lib\liblwip.a,1252,562,0,0,1814,1814,0
raw.c.obj,lib\liblwip.a,1978,234,0,4,2212,2212,4
sockets.c.obj,lib\liblwip.a,22370,3493,12,304,25863,25875,316
tcp.c.obj,lib\liblwip.a,8762,1564,6,27,10326,10332,33
tcp_in.c.obj,lib\liblwip.a,8508,903,0,58,9411,9411,58
tcp_out.c.obj,lib\liblwip.a,6108,1192,0,0,7300,7300,0
tcpip.c.obj,lib\liblwip.a,394,105,0,8,499,499,8
timeouts.c.obj,lib\liblwip.a,192,209,0,4,401,401,4
udp.c.obj,lib\liblwip.a,3492,192,2,4,3684,3686,6
mal_cfw.c.obj,lib\libmal.a,304,0,0,0,304,304,0
mal_engine.c.obj,lib\libmal.a,340,57,0,4,397,397,4
arc4.c.obj,lib\libmbedtls.a,158,0,0,0,158,158,0
asn1parse.c.obj,lib\libmbedtls.a,968,0,0,0,968,968,0
asn1write.c.obj,lib\libmbedtls.a,612,0,0,0,612,612,0
base64.c.obj,lib\libmbedtls.a,580,0,0,0,580,580,0
bignum.c.obj,lib\libmbedtls.a,8732,672,0,0,9404,9404,0
blowfish.c.obj,lib\libmbedtls.a,898,4168,0,0,5066,5066,0
camellia.c.obj,lib\libmbedtls.a,2134,1304,0,0,3438,3438,0
ccm.c.obj,lib\libmbedtls.a,1040,0,0,0,1040,1040,0
chacha20.c.obj,lib\libmbedtls.a,1116,0,0,0,1116,1116,0
chachapoly.c.obj,lib\libmbedtls.a,800,0,0,0,800,800,0
cipher.c.obj,lib\libmbedtls.a,2246,0,0,0,2246,2246,0
cipher_wrap.c.obj,lib\libmbedtls.a,770,3348,0,0,4118,4118,0
constant_time.c.obj,lib\libmbedtls.a,1478,0,0,0,1478,1478,0
ctr_drbg.c.obj,lib\libmbedtls.a,1078,0,0,0,1078,1078,0
des.c.obj,lib\libmbedtls.a,3244,2176,0,0,5420,5420,0
dhm.c.obj,lib\libmbedtls.a,1376,0,0,0,1376,1376,0
ecdh.c.obj,lib\libmbedtls.a,814,0,0,0,814,814,0
ecdsa.c.obj,lib\libmbedtls.a,1558,17,0,0,1575,1575,0
ecp.c.obj,lib\libmbedtls.a,7004,1080,0,30,8084,8084,30
ecp_curves.c.obj,lib\libmbedtls.a,5798,2276,28,0,8074,8102,28
entropy.c.obj,lib\libmbedtls.a,658,0,0,0,658,658,0
entropy_poll.c.obj,lib\libmbedtls.a,70,0,0,0,70,70,0
gcm.c.obj,lib\libmbedtls.a,1848,128,0,0,1976,1976,0
havege.c.obj,lib\libmbedtls.a,3838,0,0,0,3838,3838,0
hmac_drbg.c.obj,lib\libmbedtls.a,712,0,0,0,712,712,0
mbed_aes.c.obj,lib\libmbedtls.a,4282,0,0,8748,4282,4282,8748
mbed_debug.c.obj,lib\libmbedtls.a,1382,186,0,4,1568,1568,4
mbed_sha256.c.obj,lib\libmbedtls.a,2424,256,0,0,2680,2680,0
md.c.obj,lib\libmbedtls.a,1104,126,0,0,1230,1230,0
md5.c.obj,lib\libmbedtls.a,2738,0,0,0,2738,2738,0
net_sockets.c.obj,lib\libmbedtls.a,1424,0,0,0,1424,1424,0
oid.c.obj,lib\libmbedtls.a,898,5050,0,0,5948,5948,0
pem.c.obj,lib\libmbedtls.a,1374,150,0,0,1524,1524,0
pk.c.obj,lib\libmbedtls.a,754,27,0,0,781,781,0
pk_wrap.c.obj,lib\libmbedtls.a,684,236,0,0,920,920,0
pkcs12.c.obj,lib\libmbedtls.a,1148,0,0,0,1148,1148,0
pkcs5.c.obj,lib\libmbedtls.a,774,10,0,0,784,784,0
pkparse.c.obj,lib\libmbedtls.a,3556,291,0,0,3847,3847,0
pkwrite.c.obj,lib\libmbedtls.a,594,0,0,0,594,594,0
platform.c.obj,lib\libmbedtls.a,56,0,8,0,56,64,8
platform_util.c.obj,lib\libmbedtls.a,44,0,4,0,44,48,4
poly1305.c.obj,lib\libmbedtls.a,1524,0,0,0,1524,1524,0
ripemd160.c.obj,lib\libmbedtls.a,5412,64,0,0,5476,5476,0
rsa.c.obj,lib\libmbedtls.a,6796,0,0,0,6796,6796,0
rsa_internal.c.obj,lib\libmbedtls.a,1500,54,0,0,1554,1554,0
sha1.c.obj,lib\libmbedtls.a,4516,0,0,0,4516,4516,0
sha512.c.obj,lib\libmbedtls.a,4888,640,0,0,5528,5528,0
ssl_ciphersuites.c.obj,lib\libmbedtls.a,234,10869,0,596,11103,11103,596
ssl_cli.c.obj,lib\libmbedtls.a,11530,5199,0,0,16729,16729,0
ssl_msg.c.obj,lib\libmbedtls.a,15834,7485,0,0,23319,23319,0
ssl_srv.c.obj,lib\libmbedtls.a,11458,4450,0,0,15908,15908,0
ssl_tls.c.obj,lib\libmbedtls.a,13010,2891,47,0,15901,15948,47
timing.c.obj,lib\libmbedtls.a,184,0,0,20,184,184,20
version.c.obj,lib\libmbedtls.a,8,0,0,0,8,8,0
x509.c.obj,lib\libmbedtls.a,2446,79,0,0,2525,2525,0
x509_crl.c.obj,lib\libmbedtls.a,122,0,0,0,122,122,0
x509_crt.c.obj,lib\libmbedtls.a,6802,2221,0,0,9023,9023,0
ml.c.obj,lib\libml.a,462,0,0,4,462,462,4
ml_cp936.c.obj,lib\libml.a,204,15920,24,0,16124,16148,24
ml_gsm.c.obj,lib\libml.a,232,532,24,0,764,788,24
ml_ira.c.obj,lib\libml.a,60,0,24,0,60,84,24
ml_iso8859_1.c.obj,lib\libml.a,48,0,24,0,48,72,24
ml_utf16.c.obj,lib\libml.a,300,0,48,0,300,348,48
ml_utf8.c.obj,lib\libml.a,368,0,24,0,368,392,24
pb_common.c.obj,lib\libnanopb.a,202,0,0,0,202,202,0
pb_decode.c.obj,lib\libnanopb.a,2938,361,0,0,3299,3299,0
pb_encode.c.obj,lib\libnanopb.a,1824,193,0,0,2017,2017,0
pb_util.c.obj,lib\libnanopb.a,204,0,0,0,204,204,0
cfw_sockets_api.c.obj,lib\libnet.a,2096,179,0,384,2275,2275,384
lwipports.c.obj,lib\libnet.a,908,0,0,24,908,908,24
nd6_reply.c.obj,lib\libnet.a,752,312,50,200,1064,1114,250
netdev_interface.c.obj,lib\libnet.a,604,69,40,1,673,713,41
netdev_interface_nat_lan.c.obj,lib\libnet.a,288,152,0,28,440,440,28
netif_gprs.c.obj,lib\libnet.a,1360,99,0,5544,1459,1459,5544
netif_nat_lan_lwip.c.obj,lib\libnet.a,1464,391,0,5544,1855,1855,5544
netif_nat_wan.c.obj,lib\libnet.a,1644,634,0,0,2278,2278,0
netif_psm.c.obj,lib\libnet.a,1412,386,0,4,1798,1798,4
netmain.c.obj,lib\libnet.a,648,119,0,4,767,767,4
netutils.c.obj,lib\libnet.a,120,0,0,0,120,120,0
ppp6_reply.c.obj,lib\libnet.a,1148,262,0,0,1410,1410,0
ppp_interface.c.obj,lib\libnet.a,5166,1006,0,8,6172,6172,8
nvm_8910.c.obj,lib\libnvm.a,2422,1236,0,4,3658,3658,4
nvm_migration.c.obj,lib\libnvm.a,288,249,0,0,537,537,0
ql_embed_nor_flash.c.obj,lib\liboql_core_drv.a,340,229,0,0,569,569,0
quec_customer_cfg.c.obj,lib\liboql_core_drv.a,0,353,69,0,353,422,69
quec_internal_cfg.c.obj,lib\liboql_core_drv.a,0,281,319,0,281,600,319
quec_pin_cfg_EC200U.c.obj,lib\liboql_core_drv.a,0,648,0,0,648,648,0
quec_pin_init.c.obj,lib\liboql_core_drv.a,264,20,0,0,284,284,0
quec_virt_func_bsp.c.obj,lib\liboql_core_virt_func.a,104,0,0,0,104,104,0
quec_virt_func_modem.c.obj,lib\liboql_core_virt_func.a,124,0,0,5,124,124,5
quec_virt_func_proto_stack.c.obj,lib\liboql_core_virt_func.a,224,0,0,0,224,224,0
osi_mem.c.obj,lib\libosi_core.a,3106,0,0,69,3106,3106,69
osi_timer.c.obj,lib\libosi_core.a,3466,7,0,56,3473,3473,56
osi_blocked_fifo.c.obj,lib\libosi_lib.a,1320,0,0,0,1320,1320,0
osi_event_hub.c.obj,lib\libosi_lib.a,780,141,0,0,921,921,0
osi_fifo.c.obj,lib\libosi_lib.a,278,0,0,0,278,278,0
osi_hdlc.c.obj,lib\libosi_lib.a,730,0,0,0,730,730,0
osi_mem_record.c.obj,lib\libosi_lib.a,72,4,0,8196,76,76,8196
osi_mem_recycler.c.obj,lib\libosi_lib.a,128,0,0,0,128,128,0
osi_order_list.c.obj,lib\libosi_lib.a,528,0,0,0,528,528,0
osi_pipe.c.obj,lib\libosi_lib.a,1104,64,0,0,1168,1168,0
osi_vsmap.c.obj,lib\libosi_lib.a,170,0,0,0,170,170,0
osi_work.c.obj,lib\libosi_lib.a,894,18,0,12,912,912,12
ql_atcmd_handler.c.obj,lib\libql_open_at.a,288,225,0,0,513,513,0
quec_spi_nor_flash_prop.c.obj,lib\libql_spi4_nor_prop.a,24,0,160,0,24,184,160
rpc_aud.c.obj,lib\librpc_core.a,1518,0,0,0,1518,1518,0
rpc_daemon.c.obj,lib\librpc_core.a,1100,359,0,4,1459,1459,4
rpc_dispatch_ap.c.obj,lib\librpc_core.a,136,22614,0,0,22750,22750,0
rpc_hello_ap.c.obj,lib\librpc_core.a,42,27,0,0,69,69,0
aes.c.obj,lib\libservice.a,2584,0,0,8748,2584,2584,8748
bignum.c.obj,lib\libservice.a,5090,0,0,0,5090,5090,0
rsa.c.obj,lib\libservice.a,720,80,0,0,800,800,0
sha1.c.obj,lib\libservice.a,4350,64,0,0,4414,4414,0
sha2.c.obj,lib\libservice.a,7630,64,0,0,7694,7694,0
simlock.c.obj,lib\libservice.a,1182,589,0,0,1771,1771,0
simlock_aescrypt.c.obj,lib\libservice.a,288,101,0,0,389,389,0
simlock_storage.c.obj,lib\libservice.a,420,361,0,0,781,781,0
srv_bt_trace.c.obj,lib\libservice.a,432,122,0,4,554,554,4
srv_fs_trace.c.obj,lib\libservice.a,3626,355,4,20,3981,3985,24
srv_keypad.c.obj,lib\libservice.a,676,81,0,4,757,757,4
srv_pm.c.obj,lib\libservice.a,1362,310,0,4,1672,1672,4
srv_pm_main.c.obj,lib\libservice.a,100,18,0,4,118,118,4
srv_rf_param.c.obj,lib\libservice.a,294,140,0,0,434,434,0
srv_sim_detect.c.obj,lib\libservice.a,812,157,0,48,969,969,48
srv_simlock.c.obj,lib\libservice.a,532,1015,0,4,1547,1547,4
srv_usb.c.obj,lib\libservice.a,96,20,0,0,116,116,0
srv_wdt.c.obj,lib\libservice.a,142,0,8,0,142,150,8
LzFind.c.obj,lib\libsffs_core.a,3130,0,0,0,3130,3130,0
LzmaEnc.c.obj,lib\libsffs_core.a,9644,192,0,0,9836,9836,0
lzmar.c.obj,lib\libsffs_core.a,272,0,8,0,272,280,8
sffs.c.obj,lib\libsffs_core.a,10758,36,0,0,10794,10794,0
lib_a-environ.o,..\..\components\newlib\armca5\libc.a,0,0,4,4,0,4,8
panel_desc.c.obj,lib\liblcdpanel.a,0,0,16,0,0,16,16
hal_build_revision.c.obj,lib\libhal.a,0,0,17,0,0,17,17
vectors.S.obj,lib\libkernel.a,0,0,0,0,0,0,0
